StockCode,text,description,category,seasonality,gifting,perishability,price_tier,impulse,substitute_group
21714,Citronella candle in a garden pot Category: candles. Seasonality: spring_summer. Gifting: low. Price tier: budget. Impulse: high. Substitute group: candle.,Citronella candle in a garden pot,candles,spring_summer,low,semi_durable,budget,high,candle
84832,Zinc Willie Winkie candle stick holder Category: home_decor. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: candle_holder.,Zinc Willie Winkie candle stick holder,home_decor,none,low,durable,budget,high,candle_holder
85178,Victorian-style sewing kit Category: craft. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: sewing_kit.,Victorian-style sewing kit,craft,none,medium,durable,budget,high,sewing_kit
21078,Set of 20 strawberry paper napkins Category: party. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: paper_napkins.,Set of 20 strawberry paper napkins,party,none,low,semi_durable,budget,high,paper_napkins
22222,White lovebird cake plate Category: kitchenware. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: cake_plate.,White lovebird cake plate,kitchenware,none,high,durable,mid,low,cake_plate
22826,Antique white metal love seat ornament Category: home_decor. Seasonality: valentine. Gifting: high. Price tier: premium. Impulse: low. Substitute group: ornament.,Antique white metal love seat ornament,home_decor,valentine,high,durable,premium,low,ornament
21499,Blue polka-dot gift wrap Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: gift_wrap.,Blue polka-dot gift wrap,stationery,none,low,semi_durable,budget,high,gift_wrap
21586,Kings Choice giant tube of matches Category: home_utility. Seasonality: none. Gifting: low. Price tier: mid. Impulse: high. Substitute group: matches.,Kings Choice giant tube of matches,home_utility,none,low,semi_durable,mid,high,matches
22772,Pink acrylic Edwardian-style drawer knob Category: home_hardware. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: drawer_knob.,Pink acrylic Edwardian-style drawer knob,home_hardware,none,low,durable,budget,medium,drawer_knob
21591,Cosy Hour cigar box of matches Category: home_utility. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: matches.,Cosy Hour cigar box of matches,home_utility,none,low,semi_durable,budget,high,matches
22167,Oval diamante wall mirror Category: home_decor. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: wall_mirror.,Oval diamante wall mirror,home_decor,none,high,durable,premium,low,wall_mirror
23192,Bundle of three alphabet exercise books Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: notebooks.,Bundle of three alphabet exercise books,stationery,none,low,semi_durable,budget,high,notebooks
22331,Woodland party bag and sticker set Category: party. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: party_bag.,Woodland party bag and sticker set,party,none,low,semi_durable,budget,high,party_bag
22737,Reel of Christmas present design ribbon Category: christmas_decor. Seasonality: christmas. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: ribbon.,Reel of Christmas present design ribbon,christmas_decor,christmas,low,semi_durable,budget,medium,ribbon
21667,Glass cake cover and plate Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: cake_plate.,Glass cake cover and plate,kitchenware,none,high,durable,premium,low,cake_plate
22841,Vintage green round cake storage tin Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: cake_tins.,Vintage green round cake storage tin,kitchenware,none,medium,durable,mid,low,cake_tins
23118,Parisienne-style jewellery drawer box Category: home_storage. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: jewellery_box.,Parisienne-style jewellery drawer box,home_storage,none,high,durable,mid,low,jewellery_box
22361,Glass jar labelled Fresh Cotton Wool with daisy Category: bathroom. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: storage_jar.,Glass jar labelled Fresh Cotton Wool with daisy,bathroom,none,medium,durable,mid,medium,storage_jar
21918,Set of 12 children's colour chalk sticks Category: craft. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: chalk.,Set of 12 children's colour chalk sticks,craft,none,low,semi_durable,budget,high,chalk
22491,Pack of 12 coloured pencils Category: craft. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: pencils.,Pack of 12 coloured pencils,craft,none,low,semi_durable,budget,high,pencils
85038,Set of six chocolate love heart tealights Category: candles. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: tlight_candles.,Set of six chocolate love heart tealights,candles,valentine,medium,semi_durable,budget,high,tlight_candles
21832,Chocolate bar shaped novelty calculator Category: novelty. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: novelty.,Chocolate bar shaped novelty calculator,novelty,none,low,durable,budget,high,novelty
22045,Spaceboy design gift wrap Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: gift_wrap.,Spaceboy design gift wrap,stationery,none,low,semi_durable,budget,high,gift_wrap
23526,Wall art print reading Dog Licence Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: wall_art.,Wall art print reading Dog Licence,home_decor,none,medium,durable,mid,medium,wall_art
21407,Brown check cat fabric doorstop Category: home_decor. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: doorstop.,Brown check cat fabric doorstop,home_decor,none,high,durable,mid,medium,doorstop
23296,Set of six tea time paper baking cases Category: baking. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: cake_cases.,Set of six tea time paper baking cases,baking,none,low,semi_durable,budget,high,cake_cases
21452,Toadstool-shaped money box Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: money_bank.,Toadstool-shaped money box,home_decor,none,medium,durable,mid,high,money_bank
23312,Vintage Christmas fabric gift sack Category: christmas_decor. Seasonality: christmas. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: christmas_sack.,Vintage Christmas fabric gift sack,christmas_decor,christmas,high,durable,mid,medium,christmas_sack
22964,Three-piece Spaceboy cookie cutter set Category: baking. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: cookie_cutters.,Three-piece Spaceboy cookie cutter set,baking,none,medium,durable,budget,high,cookie_cutters
84509A,Set of four English rose placemats Category: kitchenware. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: placemats.,Set of four English rose placemats,kitchenware,none,high,durable,mid,low,placemats
23052,Recycled Acapulco mat in turquoise Category: home_decor. Seasonality: spring_summer. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: mat.,Recycled Acapulco mat in turquoise,home_decor,spring_summer,medium,durable,mid,low,mat
22899,Children's apron in Dolly Girl design Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: apron.,Children's apron in Dolly Girl design,kitchenware,none,medium,durable,budget,medium,apron
21313,Glass heart-shaped tealight holder Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: tlight_holder.,Glass heart-shaped tealight holder,home_decor,valentine,medium,durable,budget,high,tlight_holder
22660,Coir doormat with I Love London design Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: doormat.,Coir doormat with I Love London design,home_decor,none,medium,durable,mid,low,doormat
22441,Grow your own basil kit in an enamel mug Category: garden. Seasonality: spring_summer. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: grow_kit.,Grow your own basil kit in an enamel mug,garden,spring_summer,medium,semi_durable,budget,high,grow_kit
22951,Pack of 60 Dolly Girl design cake cases Category: baking. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: cake_cases.,Pack of 60 Dolly Girl design cake cases,baking,none,low,semi_durable,budget,high,cake_cases
23154,Set of four jam jar fridge magnets Category: novelty. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: fridge_magnet.,Set of four jam jar fridge magnets,novelty,none,low,durable,budget,high,fridge_magnet
48197,Coir doormat with Bird On The Wire design Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: doormat.,Coir doormat with Bird On The Wire design,home_decor,none,medium,durable,mid,low,doormat
22241,Wooden Happy Easter garland decoration Category: craft. Seasonality: easter. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: garland.,Wooden Happy Easter garland decoration,craft,easter,medium,durable,budget,high,garland
22200,Pink polka-dot frying pan Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: frying_pan.,Pink polka-dot frying pan,kitchenware,none,medium,durable,mid,medium,frying_pan
85132C,Charlie and Lola figures storage tins Category: home_storage. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: storage_tin.,Charlie and Lola figures storage tins,home_storage,none,medium,durable,mid,medium,storage_tin
23113,Pantry design wooden chopping board Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: chopping_board.,Pantry design wooden chopping board,kitchenware,none,medium,durable,mid,low,chopping_board
22971,Queens Guard design coffee mug Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: mug.,Queens Guard design coffee mug,kitchenware,none,medium,durable,mid,high,mug
21988,Pack of six skull paper plates Category: party. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: paper_plates.,Pack of six skull paper plates,party,none,low,semi_durable,budget,high,paper_plates
23485,Botanical gardens design wall clock Category: home_decor. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: wall_clock.,Botanical gardens design wall clock,home_decor,none,high,durable,premium,low,wall_clock
21577,Save The Planet cotton tote bag Category: bags. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: tote_bag.,Save The Planet cotton tote bag,bags,none,low,durable,budget,high,tote_bag
22119,Wooden block letters spelling PEACE Category: home_decor. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: block_word.,Wooden block letters spelling PEACE,home_decor,none,high,durable,mid,low,block_word
37495,Fairy cake birthday candle set Category: party. Seasonality: none. Gifting: low. Price tier: mid. Impulse: high. Substitute group: party_candles.,Fairy cake birthday candle set,party,none,low,semi_durable,mid,high,party_candles
22115,Novelty metal sign for Empire Tea Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: metal_sign.,Novelty metal sign for Empire Tea,home_decor,none,medium,durable,mid,high,metal_sign
